Target  ▾	RA	DEC	Sp. Type	T_eff [K]	B [mag]	V [mag]	G [mag]	Dist [pc]	Explore data	Data products (ascii)	Data products (csv)
HD198390	20:49:37.7673	+12:32:42.456	F5V	6389.7	6.421	5.991	5.872	30.38	GLS Plot	HD198390_harps_all-data_v1.dat	HD198390_harps_all-data_v1.csv
HD198748	20:52:57.2897	-18:36:40.965	F6V	6103.5	10.630	10.060	9.899	nan	GLS Plot	HD198748_harps_all-data_v1.dat	HD198748_harps_all-data_v1.csv
HD199086	20:55:03.3654	-07:10:43.247	G3V	6078.0	8.400	7.810	7.676	52.84	GLS Plot	HD199086_harps_all-data_v1.dat	HD199086_harps_all-data_v1.csv
HD19918	03:00:37.0866	-81:54:07.306	ApSrEuCr	7400.0	9.640	9.350	9.298	299.65	GLS Plot	HD19918_harps_all-data_v1.dat	HD19918_harps_all-data_v1.csv
HD199190	21:00:05.7951	-69:34:45.963	G1IV-V	N/A	7.490	6.870	6.707	38.39	GLS Plot	HD199190_harps_all-data_v1.dat	HD199190_harps_all-data_v1.csv
HD199254	20:55:38.5695	+12:34:06.860	A5V	8500.0	5.650	5.540	5.504	60.62	GLS Plot	HD199254_harps_all-data_v1.dat	HD199254_harps_all-data_v1.csv
HD199289	20:58:08.5241	-48:12:13.460	F5V	N/A	8.820	8.300	8.131	50.44	GLS Plot	HD199289_harps_all-data_v1.dat	HD199289_harps_all-data_v1.csv
HD199604	20:59:05.2778	-25:22:50.999	G2V	N/A	9.140	8.610	8.405	65.30	GLS Plot	HD199604_harps_all-data_v1.dat	HD199604_harps_all-data_v1.csv
HD199665	20:58:25.9336	+10:50:21.426	G6III	5083.8	6.432	5.506	5.244	76.38	GLS Plot	HD199665_harps_all-data_v1.dat	HD199665_harps_all-data_v1.csv
HD199847	21:02:39.0156	-61:52:49.992	G2V(w)	5758.6	9.400	8.810	8.653	89.83	GLS Plot	HD199847_harps_all-data_v1.dat	HD199847_harps_all-data_v1.csv
HD199868	21:03:46.9160	-68:04:18.483	F7V	6143.8	8.150	7.640	7.504	52.17	GLS Plot	HD199868_harps_all-data_v1.dat	HD199868_harps_all-data_v1.csv
HD199960	21:00:33.8407	-04:43:48.940	G1V	5920.0	6.819	6.192	6.047	27.13	GLS Plot	HD199960_harps_all-data_v1.dat	HD199960_harps_all-data_v1.csv
HD20003	03:07:37.9173	-72:19:18.795	G8V	5510.0	9.140	8.370	8.192	41.88	GLS Plot	HD20003_harps_all-data_v1.dat	HD20003_harps_all-data_v1.csv
HD200078	21:00:43.5590	+17:26:52.748	G5	N/A	nan	nan	7.882	57.22	GLS Plot	HD200078_harps_all-data_v1.dat	HD200078_harps_all-data_v1.csv
HD200083	21:01:53.0776	-22:34:57.378	K3.5V	4828.0	10.620	9.540	9.242	38.09	GLS Plot	HD200083_harps_all-data_v1.dat	HD200083_harps_all-data_v1.csv
HD20010	03:12:04.5273	-28:59:15.433	F6V+G7V	N/A	4.360	3.850	3.717	13.95	GLS Plot	HD20010_harps_all-data_v1.dat	HD20010_harps_all-data_v1.csv
HD200143	21:02:41.2087	-34:48:46.551	G8V	5024.1	10.650	9.690	9.470	53.58	GLS Plot	HD200143_harps_all-data_v1.dat	HD200143_harps_all-data_v1.csv
HD200349	21:05:31.6953	-59:08:18.159	K3+Vk:	4824.7	10.440	9.440	9.090	32.48	GLS Plot	HD200349_harps_all-data_v1.dat	HD200349_harps_all-data_v1.csv
HD20037	03:10:39.2338	-57:48:35.374	G8III	5198.0	7.510	6.620	6.395	169.44	GLS Plot	HD20037_harps_all-data_v1.dat	HD20037_harps_all-data_v1.csv
HD200538	21:05:04.9133	-32:49:34.218	G0V	5989.9	8.300	7.750	7.569	54.83	GLS Plot	HD200538_harps_all-data_v1.dat	HD200538_harps_all-data_v1.csv
HD200565	21:04:05.6856	+03:58:50.286	G5V	5682.0	9.050	nan	8.240	65.41	GLS Plot	HD200565_harps_all-data_v1.dat	HD200565_harps_all-data_v1.csv
HD200633	21:04:44.1473	-04:49:44.029	G5V	5794.5	9.000	8.340	8.179	53.71	GLS Plot	HD200633_harps_all-data_v1.dat	HD200633_harps_all-data_v1.csv
HD200761	21:05:56.8278	-17:13:58.302	A1V	9164.0	4.060	4.070	4.010	42.04	GLS Plot	HD200761_harps_all-data_v1.dat	HD200761_harps_all-data_v1.csv
HD200763	21:06:24.6771	-32:20:29.834	K2III	4605.0	6.298	5.196	4.849	107.48	GLS Plot	HD200763_harps_all-data_v1.dat	HD200763_harps_all-data_v1.csv
HD200869	21:06:57.1774	-28:26:55.549	K1IV/V	5332.0	10.220	9.400	9.181	71.22	GLS Plot	HD200869_harps_all-data_v1.dat	HD200869_harps_all-data_v1.csv
HD200962	21:06:25.9102	+13:06:51.323	G0	5845.0	8.800	8.160	8.014	60.73	GLS Plot	HD200962_harps_all-data_v1.dat	HD200962_harps_all-data_v1.csv
HD201161	21:08:04.3073	-09:10:00.965	K3V	N/A	10.730	9.700	9.396	45.01	GLS Plot	HD201161_harps_all-data_v1.dat	HD201161_harps_all-data_v1.csv
HD201219	21:07:56.5198	+07:25:58.594	G5	5555.7	nan	nan	7.834	37.90	GLS Plot	HD201219_harps_all-data_v1.dat	HD201219_harps_all-data_v1.csv
HD201484	21:11:29.9020	-45:04:28.391	F0V	6550.0	10.714	10.246	10.049	667.91	GLS Plot	HD201484_harps_all-data_v1.dat	HD201484_harps_all-data_v1.csv
HD201496	21:10:40.6708	-23:18:41.516	G1V	5956.6	8.650	8.050	7.899	57.24	GLS Plot	HD201496_harps_all-data_v1.dat	HD201496_harps_all-data_v1.csv
HD201601A	21:10:20.5001	+10:07:53.682	A9VpSrCrEu	7457.2	4.940	4.680	4.594	34.76	GLS Plot	HD201601A_harps_all-data_v1.dat	HD201601A_harps_all-data_v1.csv
HD201757	21:13:27.6864	-49:47:40.579	G6IV	5723.5	8.920	8.200	8.024	71.64	GLS Plot	HD201757_harps_all-data_v1.dat	HD201757_harps_all-data_v1.csv
HD201852	21:13:18.9617	-36:25:24.701	K0III	4990.8	6.932	5.954	5.699	111.43	GLS Plot	HD201852_harps_all-data_v1.dat	HD201852_harps_all-data_v1.csv
HD202206	21:14:57.7684	-20:47:21.162	G6V	5734.5	8.790	8.070	7.911	46.03	GLS Plot	HD202206_harps_all-data_v1.dat	HD202206_harps_all-data_v1.csv
HD202389	21:16:59.8884	-46:03:45.415	K2/3(V)	N/A	11.220	10.080	9.655	39.27	GLS Plot	HD202389_harps_all-data_v1.dat	HD202389_harps_all-data_v1.csv
HD202605	21:17:02.1322	-01:04:38.742	G5/6V	5628.0	8.790	8.070	7.895	40.06	GLS Plot	HD202605_harps_all-data_v1.dat	HD202605_harps_all-data_v1.csv
HD20278	03:16:03.1263	+11:37:42.386	G5	5894.9	8.590	nan	7.856	87.67	GLS Plot	HD20278_harps_all-data_v1.dat	HD20278_harps_all-data_v1.csv
HD202819	21:18:39.2559	-08:02:22.533	K4+Vk:	N/A	11.000	9.870	9.433	34.76	GLS Plot	HD202819_harps_all-data_v1.dat	HD202819_harps_all-data_v1.csv
HD202871	21:20:04.8774	-42:40:43.302	G0V	6050.2	8.780	8.220	8.081	55.04	GLS Plot	HD202871_harps_all-data_v1.dat	HD202871_harps_all-data_v1.csv
HD203335	21:23:39.9591	-55:32:34.863	F8V	6195.0	7.990	7.460	7.338	52.11	GLS Plot	HD203335_harps_all-data_v1.dat	HD203335_harps_all-data_v1.csv
HD203384	21:21:53.6800	-04:10:27.473	G5V	5527.7	8.800	8.020	7.845	40.90	GLS Plot	HD203384_harps_all-data_v1.dat	HD203384_harps_all-data_v1.csv
HD203387	21:22:14.7956	-16:50:04.359	G7IIIFe-1.5	N/A	5.180	4.270	3.970	61.82	GLS Plot	HD203387_harps_all-data_v1.dat	HD203387_harps_all-data_v1.csv
HD203413	21:24:15.1294	-58:41:32.297	K3Vk:	4798.8	9.730	8.680	8.371	25.64	GLS Plot	HD203413_harps_all-data_v1.dat	HD203413_harps_all-data_v1.csv
HD203432	21:23:22.5650	-41:33:09.052	G8IV	5600.0	8.370	7.600	7.427	35.06	GLS Plot	HD203432_harps_all-data_v1.dat	HD203432_harps_all-data_v1.csv
HD203473	21:22:18.8740	+05:01:24.916	G6V	5846.8	nan	nan	8.077	72.79	GLS Plot	HD203473_harps_all-data_v1.dat	HD203473_harps_all-data_v1.csv
HD203771	21:25:01.8382	-23:19:08.015	K1V	4960.3	10.960	9.980	9.632	55.92	GLS Plot	HD203771_harps_all-data_v1.dat	HD203771_harps_all-data_v1.csv
HD203897	21:25:56.0061	-31:10:57.995	K1V	5190.3	10.400	9.530	9.256	51.17	GLS Plot	HD203897_harps_all-data_v1.dat	HD203897_harps_all-data_v1.csv
HD203932	21:26:03.8658	-29:55:48.036	ApSrEu	7349.7	9.100	8.810	8.765	nan	GLS Plot	HD203932_harps_all-data_v1.dat	HD203932_harps_all-data_v1.csv
HD204287	21:29:14.4761	-50:19:00.640	G3V	5776.7	7.980	7.320	7.163	49.69	GLS Plot	HD204287_harps_all-data_v1.dat	HD204287_harps_all-data_v1.csv
HD204313	21:28:12.2060	-21:43:34.516	G5V	N/A	8.696	8.020	7.832	47.86	GLS Plot	HD204313_harps_all-data_v1.dat	HD204313_harps_all-data_v1.csv
HD204385	21:30:47.9297	-62:10:03.373	G0VCH-0.3	5881.9	7.740	7.150	6.998	37.87	GLS Plot	HD204385_harps_all-data_v1.dat	HD204385_harps_all-data_v1.csv
HD20439	03:17:32.7801	+07:41:24.555	N/A	5951.0	8.376	7.747	7.603	47.27	GLS Plot	HD20439_harps_all-data_v1.dat	HD20439_harps_all-data_v1.csv
HD20492	03:17:14.8687	-20:41:08.826	K3.5V	N/A	10.730	9.650	9.267	38.24	GLS Plot	HD20492_harps_all-data_v1.dat	HD20492_harps_all-data_v1.csv
HD204941	21:32:23.5099	-20:57:26.719	K2V	N/A	9.390	8.480	8.191	28.74	GLS Plot	HD204941_harps_all-data_v1.dat	HD204941_harps_all-data_v1.csv
HD204943	21:32:33.2617	-24:35:25.508	A7V	7821.0	6.625	6.428	6.393	73.56	GLS Plot	HD204943_harps_all-data_v1.dat	HD204943_harps_all-data_v1.csv
HD204961	21:33:33.9749	-49:00:32.403	M2/3V	N/A	10.176	8.672	7.738	4.96	GLS Plot	HD204961_harps_all-data_v1.dat	HD204961_harps_all-data_v1.csv
HD205289	21:34:51.0525	-20:05:03.350	F5VFe-0.8CH-0.4	6551.1	6.096	5.696	5.576	27.65	GLS Plot	HD205289_harps_all-data_v1.dat	HD205289_harps_all-data_v1.csv
HD205294	21:35:13.6922	-34:19:46.967	F5V	6234.0	7.330	6.860	6.727	55.43	GLS Plot	HD205294_harps_all-data_v1.dat	HD205294_harps_all-data_v1.csv
HD205471	21:36:10.9733	-26:10:17.472	A7/8IV	7700.0	5.942	5.725	5.677	55.02	GLS Plot	HD205471_harps_all-data_v1.dat	HD205471_harps_all-data_v1.csv
HD205478	21:41:28.5420	-77:23:24.031	K1III	N/A	4.745	3.728	3.332	19.41	GLS Plot	HD205478_harps_all-data_v1.dat	HD205478_harps_all-data_v1.csv
HD205591	21:37:43.1783	-45:35:09.235	F5V	6448.4	7.650	7.180	7.068	51.25	GLS Plot	HD205591_harps_all-data_v1.dat	HD205591_harps_all-data_v1.csv
HD20559B	03:18:22.3497	-00:55:49.411	N/A	N/A	8.480	7.900	nan	nan	GLS Plot	HD20559B_harps_all-data_v1.dat	HD20559B_harps_all-data_v1.csv
HD205739	21:38:08.4039	-31:44:14.940	F7V	6157.4	9.090	8.540	8.420	92.74	GLS Plot	HD205739_harps_all-data_v1.dat	HD205739_harps_all-data_v1.csv
HD206116	21:40:11.8446	-09:47:40.949	G2V	6055.0	8.190	7.590	7.457	55.37	GLS Plot	HD206116_harps_all-data_v1.dat	HD206116_harps_all-data_v1.csv
HD206172	21:40:27.7575	-02:01:03.294	G6V	5689.8	9.220	8.550	8.381	45.17	GLS Plot	HD206172_harps_all-data_v1.dat	HD206172_harps_all-data_v1.csv
HD206561	21:43:04.3972	-14:23:58.963	A9/F0V	7441.5	6.127	5.879	5.815	141.63	GLS Plot	HD206561_harps_all-data_v1.dat	HD206561_harps_all-data_v1.csv
HD206630	21:45:00.5758	-52:27:51.147	K3V	4900.5	10.760	9.810	9.499	40.21	GLS Plot	HD206630_harps_all-data_v1.dat	HD206630_harps_all-data_v1.csv
HD206642	21:44:29.4719	-38:33:09.104	K1IIICNIV/V	4472.5	7.418	6.283	5.902	268.37	GLS Plot	HD206642_harps_all-data_v1.dat	HD206642_harps_all-data_v1.csv
HD206658	21:43:18.4159	+12:31:06.069	G0	5884.8	8.480	7.830	7.691	51.74	GLS Plot	HD206658_harps_all-data_v1.dat	HD206658_harps_all-data_v1.csv
HD206683	21:45:11.9622	-50:26:47.680	G3IV	5910.5	8.970	8.310	8.176	65.77	GLS Plot	HD206683_harps_all-data_v1.dat	HD206683_harps_all-data_v1.csv
HD206837	21:45:50.0046	-41:13:47.270	G5V	5650.0	9.610	8.860	8.733	115.95	GLS Plot	HD206837_harps_all-data_v1.dat	HD206837_harps_all-data_v1.csv
HD206893	21:45:21.9056	-12:47:00.068	F5V	6511.7	7.110	6.670	6.568	40.81	GLS Plot	HD206893_harps_all-data_v1.dat	HD206893_harps_all-data_v1.csv
HD206998	21:47:44.0093	-55:39:16.549	G0wF5	5822.0	9.230	8.670	8.527	88.90	GLS Plot	HD206998_harps_all-data_v1.dat	HD206998_harps_all-data_v1.csv
HD2071	00:24:42.5485	-53:59:02.396	G2V	5739.7	7.950	7.270	7.108	28.35	GLS Plot	HD2071_harps_all-data_v1.dat	HD2071_harps_all-data_v1.csv
HD207190	21:47:40.1470	-19:34:40.164	F6V	6178.0	8.160	7.660	7.538	62.96	GLS Plot	HD207190_harps_all-data_v1.dat	HD207190_harps_all-data_v1.csv
HD207575	21:52:09.7248	-62:03:08.508	F6V	6367.6	7.720	7.230	7.095	47.04	GLS Plot	HD207575_harps_all-data_v1.dat	HD207575_harps_all-data_v1.csv
HD207699	21:52:03.1525	-45:00:27.004	K3V	4806.4	10.560	9.500	9.145	37.68	GLS Plot	HD207699_harps_all-data_v1.dat	HD207699_harps_all-data_v1.csv
HD207700	21:54:45.2048	-73:26:18.545	G4V	N/A	8.120	7.430	7.255	38.43	GLS Plot	HD207700_harps_all-data_v1.dat	HD207700_harps_all-data_v1.csv
HD20781	03:20:02.9428	-28:47:01.790	G9.5V	N/A	9.263	8.440	8.249	35.96	GLS Plot	HD20781_harps_all-data_v1.dat	HD20781_harps_all-data_v1.csv
HD20782	03:20:03.5777	-28:51:14.660	G1.5V	N/A	8.030	7.380	7.193	36.02	GLS Plot	HD20782_harps_all-data_v1.dat	HD20782_harps_all-data_v1.csv
HD207832	21:52:36.2809	-26:01:35.613	G5V	5737.2	9.480	8.790	8.612	59.03	GLS Plot	HD207832_harps_all-data_v1.dat	HD207832_harps_all-data_v1.csv
HD207869	21:55:10.4601	-69:01:14.216	G6V	N/A	9.610	8.970	8.777	51.18	GLS Plot	HD207869_harps_all-data_v1.dat	HD207869_harps_all-data_v1.csv
HD20794	03:19:55.6509	-43:04:11.217	G6V	N/A	4.980	4.270	3.981	6.00	GLS Plot	HD20794_harps_all-data_v1.dat	HD20794_harps_all-data_v1.csv
HD208	00:06:53.8806	-03:37:34.549	G1V	6013.0	8.730	8.190	8.076	52.60	GLS Plot	HD208_harps_all-data_v1.dat	HD208_harps_all-data_v1.csv
HD208215	21:55:55.3506	-46:55:40.720	F3V	6434.5	7.000	6.537	6.416	58.45	GLS Plot	HD208215_harps_all-data_v1.dat	HD208215_harps_all-data_v1.csv
HD208272	21:55:41.9947	-29:42:22.106	G9.5Vk:	5199.0	9.300	8.450	8.222	32.55	GLS Plot	HD208272_harps_all-data_v1.dat	HD208272_harps_all-data_v1.csv
HD208487	21:57:19.8475	-37:45:49.047	G1/3(V)	6067.0	8.020	7.470	7.332	45.21	GLS Plot	HD208487_harps_all-data_v1.dat	HD208487_harps_all-data_v1.csv
HD20852	03:20:44.5846	-26:17:16.094	F2V	6788.0	7.310	6.920	6.805	51.78	GLS Plot	HD20852_harps_all-data_v1.dat	HD20852_harps_all-data_v1.csv
HD208552	21:56:40.4321	+16:07:25.284	F8	N/A	9.010	8.510	8.364	102.10	GLS Plot	HD208552_harps_all-data_v1.dat	HD208552_harps_all-data_v1.csv
HD208573	21:57:49.2566	-29:06:58.855	K2V	4882.4	10.030	9.000	8.742	33.52	GLS Plot	HD208573_harps_all-data_v1.dat	HD208573_harps_all-data_v1.csv
HD20868	03:20:42.6938	-33:43:48.373	K3/4III/V	N/A	11.070	9.930	9.613	47.79	GLS Plot	HD20868_harps_all-data_v1.dat	HD20868_harps_all-data_v1.csv
HD208704	21:58:24.3257	-12:39:52.777	G1V	5865.0	7.770	7.170	6.998	34.42	GLS Plot	HD208704_harps_all-data_v1.dat	HD208704_harps_all-data_v1.csv
HD208880	21:59:08.9222	+03:11:51.956	G9V	5474.0	9.150	nan	8.242	38.61	GLS Plot	HD208880_harps_all-data_v1.dat	HD208880_harps_all-data_v1.csv
HD20894	03:21:24.0043	-23:38:06.552	G7IIbCN-1Hdel-1	5136.3	6.381	5.496	5.223	124.48	GLS Plot	HD20894_harps_all-data_v1.dat	HD20894_harps_all-data_v1.csv
HD209458	22:03:10.7729	+18:53:03.548	F9V	6076.5	8.210	7.630	7.509	48.37	GLS Plot	HD209458_harps_all-data_v1.dat	HD209458_harps_all-data_v1.csv
HD209625	22:04:47.4219	-00:54:22.846	A5IV	7804.5	5.519	5.271	5.233	69.29	GLS Plot	HD209625_harps_all-data_v1.dat	HD209625_harps_all-data_v1.csv
HD209779	22:06:05.3019	-05:21:29.385	G5V	5700.7	8.260	7.580	7.398	36.43	GLS Plot	HD209779_harps_all-data_v1.dat	HD209779_harps_all-data_v1.csv
HD21011	03:21:33.4336	-47:46:35.983	K0III	4934.0	7.397	6.396	6.129	140.80	GLS Plot	HD21011_harps_all-data_v1.dat	HD21011_harps_all-data_v1.csv
HD210139	22:08:45.8511	-25:46:13.288	A2III	8100.0	7.290	7.110	7.076	nan	GLS Plot	HD210139_harps_all-data_v1.dat	HD210139_harps_all-data_v1.csv
HD210272	22:10:49.6686	-55:27:25.678	G3V	5706.0	7.880	7.220	7.042	53.49	GLS Plot	HD210272_harps_all-data_v1.dat	HD210272_harps_all-data_v1.csv
HD210277	22:09:29.8657	-07:32:55.163	G8V	N/A	8.850	8.570	6.343	21.31	GLS Plot	HD210277_harps_all-data_v1.dat	HD210277_harps_all-data_v1.csv
HD210329	22:10:35.4201	-40:24:42.418	K0V	4972.0	10.420	9.480	9.266	43.99	GLS Plot	HD210329_harps_all-data_v1.dat	HD210329_harps_all-data_v1.csv
HD210573	22:12:48.1190	-56:25:11.279	K3V	N/A	10.790	9.750	9.399	43.77	GLS Plot	HD210573_harps_all-data_v1.dat	HD210573_harps_all-data_v1.csv
HD210591	22:13:05.8205	-59:41:30.103	A1/2III	8049.7	7.910	7.710	7.677	133.41	GLS Plot	HD210591_harps_all-data_v1.dat	HD210591_harps_all-data_v1.csv
HD210739	22:12:57.4841	-26:19:40.051	A2Vp	8300.0	6.351	6.182	6.154	63.49	GLS Plot	HD210739_harps_all-data_v1.dat	HD210739_harps_all-data_v1.csv
HD210752	22:12:43.5375	-06:28:08.119	G1V	6052.0	7.920	7.400	7.287	nan	GLS Plot	HD210752_harps_all-data_v1.dat	HD210752_harps_all-data_v1.csv
HD210797	22:14:18.6148	-53:18:00.610	G8V	N/A	10.900	10.040	9.855	64.27	GLS Plot	HD210797_harps_all-data_v1.dat	HD210797_harps_all-data_v1.csv
HD210975	22:14:34.8010	-32:18:29.751	K4.5V	4744.6	10.600	9.550	9.156	31.68	GLS Plot	HD210975_harps_all-data_v1.dat	HD210975_harps_all-data_v1.csv
HD211188	22:15:44.5230	-18:08:40.972	K2V	5053.0	10.570	9.660	9.390	49.84	GLS Plot	HD211188_harps_all-data_v1.dat	HD211188_harps_all-data_v1.csv
HD21120	03:24:48.7914	+09:01:43.994	G6III	4744.0	4.490	3.600	3.257	58.46	GLS Plot	HD21120_harps_all-data_v1.dat	HD21120_harps_all-data_v1.csv
HD211317	22:18:49.6594	-68:18:47.145	G5III/IV	5928.7	7.900	7.250	7.098	47.36	GLS Plot	HD211317_harps_all-data_v1.dat	HD211317_harps_all-data_v1.csv
HD21132	03:21:24.2776	-61:29:17.088	F5/6V	6287.5	8.350	7.860	7.726	52.01	GLS Plot	HD21132_harps_all-data_v1.dat	HD21132_harps_all-data_v1.csv
HD211420	22:16:40.1519	+12:55:12.977	K0	4942.7	8.470	7.470	7.197	254.79	GLS Plot	HD211420_harps_all-data_v1.dat	HD211420_harps_all-data_v1.csv
HD211532	22:17:50.8031	-07:35:16.211	K0V	5361.7	10.060	9.270	9.103	50.19	GLS Plot	HD211532_harps_all-data_v1.dat	HD211532_harps_all-data_v1.csv
HD21161	03:24:24.7351	-15:39:13.816	G1/2V	5874.0	8.120	7.510	7.360	51.20	GLS Plot	HD21161_harps_all-data_v1.dat	HD21161_harps_all-data_v1.csv
HD211723	22:19:52.5891	-37:16:31.501	K5.5Vk:	4426.2	11.300	10.090	9.698	34.30	GLS Plot	HD211723_harps_all-data_v1.dat	HD211723_harps_all-data_v1.csv
HD211976	22:20:55.7976	+08:11:12.268	F5V	6486.0	6.621	6.163	6.051	31.41	GLS Plot	HD211976_harps_all-data_v1.dat	HD211976_harps_all-data_v1.csv
HD212036	22:22:13.6334	-39:49:12.532	G5V	5709.6	9.150	8.470	8.345	52.95	GLS Plot	HD212036_harps_all-data_v1.dat	HD212036_harps_all-data_v1.csv
HD21209A	03:23:17.1766	-49:59:30.914	K3.5V	N/A	9.670	8.590	8.183	19.30	GLS Plot	HD21209A_harps_all-data_v1.dat	HD21209A_harps_all-data_v1.csv
HD21209B	03:23:15.8895	-49:59:38.742	K8Vk:	N/A	11.710	10.320	9.518	19.30	GLS Plot	HD21209B_harps_all-data_v1.dat	HD21209B_harps_all-data_v1.csv
HD212231	22:23:14.4741	-25:50:32.226	G2V	N/A	8.470	7.860	7.707	56.52	GLS Plot	HD212231_harps_all-data_v1.dat	HD212231_harps_all-data_v1.csv
HD212291	22:23:09.1743	+09:27:39.897	G5	N/A	8.600	nan	7.726	32.97	GLS Plot	HD212291_harps_all-data_v1.dat	HD212291_harps_all-data_v1.csv
HD212301B	22:27:30.9195	-77:43:04.521	M3	5000.0	nan	nan	nan	nan	GLS Plot	HD212301B_harps_all-data_v1.dat	HD212301B_harps_all-data_v1.csv
HD212571	22:25:16.6228	+01:22:38.634	B1III-IVe	9334.5	4.600	4.640	4.526	nan	GLS Plot	HD212571_harps_all-data_v1.dat	HD212571_harps_all-data_v1.csv
HD212580	22:27:02.3919	-62:31:28.558	K1Vk:	5138.5	9.660	8.780	8.545	35.37	GLS Plot	HD212580_harps_all-data_v1.dat	HD212580_harps_all-data_v1.csv
HD212658	22:26:13.5285	-19:11:18.339	K4.5Vk	4536.0	10.440	9.310	8.833	25.55	GLS Plot	HD212658_harps_all-data_v1.dat	HD212658_harps_all-data_v1.csv
HD212708	22:27:24.6880	-49:21:57.402	G6IV	N/A	8.210	7.480	7.301	37.16	GLS Plot	HD212708_harps_all-data_v1.dat	HD212708_harps_all-data_v1.csv
HD212728	22:28:37.6704	-67:29:20.620	A3/5V	7696.0	5.757	5.564	5.504	43.93	GLS Plot	HD212728_harps_all-data_v1.dat	HD212728_harps_all-data_v1.csv
HD212918	22:28:48.0430	-49:35:07.070	K2(V)	N/A	10.590	9.710	9.462	50.02	GLS Plot	HD212918_harps_all-data_v1.dat	HD212918_harps_all-data_v1.csv
HD212943	22:27:51.5223	+04:41:44.391	K1-III-IV	N/A	5.860	4.800	4.419	47.61	GLS Plot	HD212943_harps_all-data_v1.dat	HD212943_harps_all-data_v1.csv
HD213240	22:31:00.3665	-49:25:59.767	G0/1V	5921.0	7.410	6.800	6.658	40.92	GLS Plot	HD213240_harps_all-data_v1.dat	HD213240_harps_all-data_v1.csv
HD213366	22:32:40.5675	-65:26:09.406	G3V	N/A	9.730	9.040	8.892	86.46	GLS Plot	HD213366_harps_all-data_v1.dat	HD213366_harps_all-data_v1.csv
HD2134	00:24:26.6246	-78:15:01.376	G3IV	5690.0	9.500	8.820	8.647	71.53	GLS Plot	HD2134_harps_all-data_v1.dat	HD2134_harps_all-data_v1.csv
HD213575	22:32:34.0599	-06:28:01.836	G5V	N/A	7.620	6.950	6.766	37.42	GLS Plot	HD213575_harps_all-data_v1.dat	HD213575_harps_all-data_v1.csv
HD213637	22:33:12.3249	-20:02:21.883	A(pEuSrCr)	6414.2	10.058	9.582	9.513	211.47	GLS Plot	HD213637_harps_all-data_v1.dat	HD213637_harps_all-data_v1.csv
HD214094	22:36:42.6325	-43:28:15.506	F8V	N/A	7.285	6.765	6.616	53.24	GLS Plot	HD214094_harps_all-data_v1.dat	HD214094_harps_all-data_v1.csv
HD21430	03:26:22.5250	-27:19:02.928	K0III	5012.1	6.868	5.933	5.665	141.50	GLS Plot	HD21430_harps_all-data_v1.dat	HD21430_harps_all-data_v1.csv
HD214385	22:38:11.0200	-27:26:36.369	G8VFe-1.2	N/A	8.510	7.880	7.716	36.68	GLS Plot	HD214385_harps_all-data_v1.dat	HD214385_harps_all-data_v1.csv
HD214867	22:41:45.4738	-39:27:41.918	G3V	5750.7	9.610	8.970	8.800	59.63	GLS Plot	HD214867_harps_all-data_v1.dat	HD214867_harps_all-data_v1.csv
HD214910	22:41:45.7503	-12:52:55.290	F6/7V	6103.6	9.990	9.510	9.351	113.34	GLS Plot	HD214910_harps_all-data_v1.dat	HD214910_harps_all-data_v1.csv
HD214953	22:42:36.8832	-47:12:38.924	F9.5V	N/A	6.670	6.060	5.853	23.83	GLS Plot	HD214953_harps_all-data_v1.dat	HD214953_harps_all-data_v1.csv
HD215257	22:43:50.7183	+03:53:12.629	F5V	N/A	7.930	nan	7.272	43.54	GLS Plot	HD215257_harps_all-data_v1.dat	HD215257_harps_all-data_v1.csv
HD215497	22:46:36.7539	-56:35:58.328	K3V	4993.9	9.920	8.950	8.686	40.59	GLS Plot	HD215497_harps_all-data_v1.dat	HD215497_harps_all-data_v1.csv
HD215625	22:46:50.2525	-20:47:26.021	G0V	6220.0	8.450	7.900	7.784	61.25	GLS Plot	HD215625_harps_all-data_v1.dat	HD215625_harps_all-data_v1.csv
HD215641	22:47:09.3341	-32:40:31.643	G8V	N/A	8.340	7.580	7.386	27.41	GLS Plot	HD215641_harps_all-data_v1.dat	HD215641_harps_all-data_v1.csv
HD215789	22:48:33.2983	-51:19:00.732	A2IVn	6607.0	3.556	3.466	3.391	41.48	GLS Plot	HD215789_harps_all-data_v1.dat	HD215789_harps_all-data_v1.csv
HD215864	22:48:46.8251	-36:53:26.440	K3V	4806.0	10.780	9.760	9.381	38.23	GLS Plot	HD215864_harps_all-data_v1.dat	HD215864_harps_all-data_v1.csv
HD215906	22:50:05.0510	-66:03:01.690	F6/7V	6234.0	8.230	7.760	7.616	57.97	GLS Plot	HD215906_harps_all-data_v1.dat	HD215906_harps_all-data_v1.csv
HD2160	00:25:35.0132	-18:48:56.839	F2/3V	6454.0	9.020	8.550	8.459	223.09	GLS Plot	HD2160_harps_all-data_v1.dat	HD2160_harps_all-data_v1.csv
HD216435	22:53:37.9322	-48:35:53.824	G0V	5928.0	6.660	6.040	5.872	33.01	GLS Plot	HD216435_harps_all-data_v1.dat	HD216435_harps_all-data_v1.csv
HD216437	22:54:39.4829	-70:04:25.356	G1VFe+0.3	5870.0	6.710	6.050	5.883	26.71	GLS Plot	HD216437_harps_all-data_v1.dat	HD216437_harps_all-data_v1.csv
